"id";"sample_name";"project";"analysis";"run";"gender";"created";"no_mismatches_Y"
68;"AA16-61574-OF01";"24315";"1.0 - 24315";"24315";"XY";"10 Nov 2017 at 05:22AM by pavla.coufalova@pcr.cz";1
69;"AA16-61575-OF01";"24315";"1.0 - 24315";"24315";"XY";"10 Nov 2017 at 05:22AM by pavla.coufalova@pcr.cz";1
70;"AA16-61576-OF01";"24315";"1.0 - 24315";"24315";"XY";"10 Nov 2017 at 05:22AM by pavla.coufalova@pcr.cz";1
71;"AA16-61577-OF01";"24315";"1.0 - 24315";"24315";"XY";"10 Nov 2017 at 05:22AM by pavla.coufalova@pcr.cz";1
72;"AA16-61580-OF01";"24315";"1.0 - 24315";"24315";"XY";"10 Nov 2017 at 05:22AM by pavla.coufalova@pcr.cz";1
73;"AA16-61581-OF01";"24315";"1.0 - 24315";"24315";"XY";"10 Nov 2017 at 05:22AM by pavla.coufalova@pcr.cz";0
74;"AA16-61582-OF01";"24315";"1.0 - 24315";"24315";"XY";"10 Nov 2017 at 05:22AM by pavla.coufalova@pcr.cz";1
75;"AA16-61583-OF01";"24315";"1.0 - 24315";"24315";"XY";"10 Nov 2017 at 05:22AM by pavla.coufalova@pcr.cz";1
76;"AA16-61584-OF01";"24315";"1.0 - 24315";"24315";"XY";"10 Nov 2017 at 05:22AM by pavla.coufalova@pcr.cz";1
77;"AA16-61587-OF01";"24315";"1.0 - 24315";"24315";"XY";"10 Nov 2017 at 05:22AM by pavla.coufalova@pcr.cz";1
78;"AA16-61588-OF01";"24315";"1.0 - 24315";"24315";"XY";"10 Nov 2017 at 05:22AM by pavla.coufalova@pcr.cz";1
79;"AA16-61590-OF01";"24315";"1.0 - 24315";"24315";"XY";"10 Nov 2017 at 05:22AM by pavla.coufalova@pcr.cz";1
80;"AA16-61591-OF01";"24315";"1.0 - 24315";"24315";"XY";"10 Nov 2017 at 05:22AM by pavla.coufalova@pcr.cz";0
81;"AA16-65635-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:27AM by pavla.coufalova@pcr.cz";0
82;"AA16-65637-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:27AM by pavla.coufalova@pcr.cz";0
83;"AA16-65638-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:27AM by pavla.coufalova@pcr.cz";0
84;"AA16-65639-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:27AM by pavla.coufalova@pcr.cz";0
85;"AA16-65640-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:27AM by pavla.coufalova@pcr.cz";0
86;"AA16-65641-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:27AM by pavla.coufalova@pcr.cz";0
87;"AA16-65642-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:27AM by pavla.coufalova@pcr.cz";0
88;"AA16-65643-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:27AM by pavla.coufalova@pcr.cz";0
89;"AA16-65644-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:27AM by pavla.coufalova@pcr.cz";0
90;"AA16-65645-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:27AM by pavla.coufalova@pcr.cz";0
91;"AA16-65646-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:27AM by pavla.coufalova@pcr.cz";0
92;"AA16-65648-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:27AM by pavla.coufalova@pcr.cz";0
93;"AA16-65649-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:27AM by pavla.coufalova@pcr.cz";0
94;"AA16-65650-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:27AM by pavla.coufalova@pcr.cz";0
95;"AA16-65651-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:27AM by pavla.coufalova@pcr.cz";0
96;"AA16-65653-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:27AM by pavla.coufalova@pcr.cz";0
97;"AA16-65654-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:27AM by pavla.coufalova@pcr.cz";0
98;"AA16-65655-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:27AM by pavla.coufalova@pcr.cz";0
99;"AA16-65656-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:27AM by pavla.coufalova@pcr.cz";0
100;"AA16-65657-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:27AM by pavla.coufalova@pcr.cz";0
101;"AA16-65658-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:27AM by pavla.coufalova@pcr.cz";0
102;"AA16-65659-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
103;"AA16-65660-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
104;"AA16-65661-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
105;"AA16-65662-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
106;"AA16-65663-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
107;"AA16-65664-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
108;"AA16-65666-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
109;"AA16-65667-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
110;"AA16-65668-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
111;"AA16-65669-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
112;"AA16-65670-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
113;"AA16-65672-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
114;"AA16-65673-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
115;"AA16-65674-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
116;"AA16-65675-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
117;"AA16-65676-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
118;"AA16-65677-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
119;"AA16-65678-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
120;"AA16-65679-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
121;"AA16-65680-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
122;"AA16-65681-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";1
123;"AA16-65682-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
124;"AA16-65683-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
125;"AA16-65684-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
126;"AA16-65686-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
127;"AA16-65688-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
128;"AA16-65689-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
129;"AA16-65690-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
130;"AA16-65691-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
131;"AA16-65693-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
132;"AA16-65694-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
133;"AA16-65695-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
134;"AA16-65696-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
135;"AA16-65697-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
136;"AA16-65698-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
137;"AA16-65699-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
138;"AA16-65700-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
139;"AA16-65701-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
140;"AA16-65702-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
141;"AA16-65703-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
142;"AA16-65704-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
143;"AA16-65705-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
144;"AA16-65706-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
145;"AA16-65707-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
146;"AA16-65708-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
147;"AA16-65709-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
148;"AA16-65712-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";0
149;"AA16-65714-OF01";"24717";"1.0 - 24717";"24717";"XY";"13 Nov 2017 at 06:28AM by pavla.coufalova@pcr.cz";1
150;"AA07-01666-OF61";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";0
151;"AA07-05965-CO62";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";4
152;"AA07-06027-CO50";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";2
153;"AA07-06027-CO65";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";6
154;"AA07-06027-CO75";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";1
155;"AA07-06028-CO69";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";0
156;"AA07-06028-CO79";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";3
157;"AA07-06028-CO84";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";4
158;"AA07-06029-CO05";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";1
159;"AA07-06029-CO20";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";0
160;"AA07-06029-CO24";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";0
161;"AA07-06029-CO52";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";1
162;"AA07-06029-CO57";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";0
163;"AA07-06029-CO59";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";0
164;"AA07-06029-CO71";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";1
165;"AA07-06029-CO85";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";1
166;"AA07-06029-CO89";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";2
167;"AA07-06030-CO15";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";2
168;"AA07-06030-CO36";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";3
169;"AA07-06030-CO80";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";1
170;"AA07-06030-CO82";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";2
171;"AA07-06031-CO09";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";1
172;"AA07-06031-CO12";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
173;"AA07-06031-CO26";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";2
174;"AA07-06031-CO56";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
175;"AA07-06031-CO58";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
176;"AA07-06031-CO59";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";4
177;"AA07-06033-CO61";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
178;"AA07-06031-CO81";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";1
179;"AA07-06031-CO83";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";1
180;"AA07-06032-CO08";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";1
181;"AA07-06032-CO19";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";3
182;"AA07-06032-CO36";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";2
183;"AA07-06032-CO38";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
184;"AA07-06032-CO40";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";4
185;"AA07-06032-CO44";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
186;"AA07-06032-CO47";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";1
187;"AA07-06032-CO48";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
188;"AA07-06032-CO52";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
189;"AA07-06032-CO54";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
190;"AA07-06032-CO56";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";1
191;"AA07-06032-CO70";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
192;"AA07-06032-CO85";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";3
